Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
The Seattle Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2011,5000,General support;,For general operating support,Community,Service
The Seattle Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2006,7500,General support;,Support general operating expenses,Community,Service
The Seattle Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2004,10000,General support;,For general operating expenses,Community,Service
The Seattle Foundation,WA,Pacific Asian Empowerment Program,Seattle,WA,2003,4000,,,Community,Service
United Way of King County,WA,Pacific Asian Empowerment Program,Seattle,WA,2014,30000,,Improve/maintain a high quality of life and decrease social isolation for older adults,Private,Service
United Way of King County,WA,Pacific Asian Empowerment Program,Seattle,WA,2014,12500,,Summer Meal RFP,Private,Service
United Way of King County,WA,Pacific Asian Empowerment Program,Seattle,WA,2010,30000,,,Private,Service
"Aetna Foundation, Inc.",CT,Penn Asian Senior Services,Jenkintown,PA,2008,40000,General support;,For training minority immigrant populations for jobs and career advancements in health care industry,Private,Service
"Aetna Foundation, Inc.",CT,Penn Asian Senior Services,Jenkintown,PA,2009,25000,Program development;Public engagement and education;,"For Educating Asian Americans with Limited English on Preventing Diabetes, Stroke and Heart Disease",Private,Service
"Aetna Foundation, Inc.",CT,Penn Asian Senior Services,Jenkintown,PA,2007,40000,Program development;,"For In-Home Program, Culture-Based Approach to Promote Mental Health among Asian American Seniors",Private,Service
Connelly Foundation,PA,Penn Asian Senior Services,Philadelphia,PA,2015,5000,Capital and infrastructure;,For support to purchase and integrate an adult day care database system to manage client data for the Penn Asian Jubilee Center (PAJC).,Private,Service
Connelly Foundation,PA,Penn Asian Senior Services,Jenkintown,PA,2009,5000,General support;,"For general operating support toward in-home care services for 150 low-income, Asian American seniors. Programs include intensive training for bi-cultural and bi-lingual home health aides as well as educational health seminars for the patients",Private,Service
Genuardi Family Foundation,PA,Penn Asian Senior Services,Philadelphia,PA,2014,4000,,,Private,Service
Green Tree Community Health Foundation,PA,Penn Asian Senior Services,Jenkintown,PA,2008,20000,Program development;,For in-home health services to 90 frail elderly Asian seniors through linguistically appropriate care givers,Community,Service
Green Tree Community Health Foundation,PA,Penn Asian Senior Services,Jenkintown,PA,2010,20000,Program development;,For Southeastern Asian Senior Home Health Project which facilitates the utilization and delivery of needed home-care services among frail low-income Asian American seniors in Montgomery County,Community,Service
Green Tree Community Health Foundation,PA,Penn Asian Senior Services,Jenkintown,PA,2007,30000,Faculty and staff development;Continuing support;,For recruitment and training of Asian-speaking home health aides to support the ailing Asian American seniors who are isolated by language barriers,Community,Service
Green Tree Community Health Foundation,PA,Penn Asian Senior Services,Jenkintown,PA,2006,30000,Faculty and staff development;,For recruitment and training of Asian American native speaking home health aides to provide home health services to senior Asians living at home who had chronic health conditions and who did not speak English,Community,Service
Margaret A. Cargill Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2012,20000,Continuing support; General support;,For operations support,Private,Service
Margaret A. Cargill Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2011,48362,Continuing support; General support;,For general operating support,Private,Service
Margaret A. Cargill Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2010,10625,General support;,For operations support,Private,Service
North Penn United Way,PA,Penn Asian Senior Services,Jenkintown,PA,2014,15000,Program development;,For All North Penn and Indian Valley Older Adults are as Independent and Community-Connected as Possible,Private,Service
"The Barra Foundation, Inc.",PA,Penn Asian Senior Services,Philadelphia,PA,2015,1000,Program development;,,Private,Service
"The Barra Foundation, Inc.",PA,Penn Asian Senior Services,Jenkintown,PA,2013,42000,Continuing support;,,Private,Service
"The Barra Foundation, Inc.",PA,Penn Asian Senior Services,Jenkintown,PA,2013,40000,Continuing support;,,Private,Service
"The Hearst Foundation, Inc.",NY,Penn Asian Senior Services,Philadelphia,PA,2016,50000,Program development;,Toward the Penn Asian Vocational Institute health care programs.,Private,Service
"The Leo and Peggy Pierce Family Foundation, Inc.",PA,Penn Asian Senior Services,Philadelphia,PA,2016,20000,,,Private,Service
The McLean Contributionship,PA,Penn Asian Senior Services,Philadelphia,PA,2013,5000,Program development;,Toward the Penn Asian Jubilee Center,Private,Service
The Pew Charitable Trusts,PA,Penn Asian Senior Services,Jenkintown,PA,2012,168000,Program development;,For support of home care services to frail elderly immigrants,Private,Service
The Philadelphia Fund,PA,Penn Asian Senior Services,Jenkintown,PA,2012,32000,Capacity-building and technical assistance; Continuing support;,For general operating support: Infrastructure Development Stage,Community,Service
The Philadelphia Fund,PA,Penn Asian Senior Services,Jenkintown,PA,2011,32000,Capacity-building and technical assistance;,For General Operating Support: Infrastructure Development Stage,Community,Service
The Philadelphia Fund,PA,Penn Asian Senior Services,Jenkintown,PA,2010,30000,General support;,For general operating support,Community,Service
The Philadelphia Fund,PA,Penn Asian Senior Services,Jenkintown,PA,2008,500,General support;,For general operating support,Community,Service
The Philadelphia Fund,PA,Penn Asian Senior Services,Jenkintown,PA,2008,30000,Capacity-building and technical assistance;,For organizational effectiveness,Community,Service
The Robert Wood Johnson Foundation,NJ,Penn Asian Senior Services,Jenkintown,PA,2012,104986,Program development;,For Robert Wood Johnson Foundation Community Health Leaders Program,Private,Service
United States Centers for Medicare and Medicaid Services,MD,Penn Asian Senior Services,Jenkintown,PA,2014,255000,Program development;,Cooperative Agreement to Support Navigators in Federally-facilitated and State Partnership Marketplaces,Gov,Service
United States Department of Health and Human Services,DC,Penn Asian Senior Services,Jenkintown,PA,2016,291844,Program development;,Cooperative Agreement to Support Navigators in Federally-facilitated and State Partnership Marketplaces,Gov,Service
United States Department of Health and Human Services,DC,Penn Asian Senior Services,Jenkintown,PA,2015,290061,Program development;,Cooperative Agreement to Support Navigators in Federally-facilitated and State Partnership Marketplaces,Gov,Service
Verizon Foundation,NJ,Penn Asian Senior Services,Jenkintown,PA,2010,5000,,,Private,Service
Verizon Foundation,NJ,Penn Asian Senior Services,Jenkintown,PA,2008,5000,,,Private,Service
W. W. Smith Charitable Trust,PA,Penn Asian Senior Services,Philadelphia,PA,2016,40000,Program development;,Food,Private,Service
W. W. Smith Charitable Trust,PA,Penn Asian Senior Services,Philadelphia,PA,2015,38000,Program development;,Food,Private,Service
W. W. Smith Charitable Trust,PA,Penn Asian Senior Services,Jenkintown,PA,2014,40000,Program development;,"For culturally considerate hot meals and snacks daily to the low-income, frail Asian seniors in attendance at the Penn Asian Jubilee Center",Private,Service
Wells Fargo Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2015,10000,,"Support of community development education, and human services",Private,Service
Wells Fargo Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2014,10000,,"Support of community development education , and human services",Private,Service
Wells Fargo Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2013,2500,,,Private,Service
Wells Fargo Foundation,MN,Penn Asian Senior Services,Jenkintown,PA,2013,5000,,,Private,Service
Allen Hilles Fund,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2016,5000,General support;,General Operating Support,Private,Mixed
Allen Hilles Fund,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2015,5000,,Chinatown Economic Development Initiative,Private,Mixed
Allen Hilles Fund,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2014,5000,Program development;,For Chinatown Economic Development Initiative,Private,Mixed
Citi Foundation,NY,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2008,10000,Internships; Program development;,For Citi Community Scholar Intern Program,Private,Mixed
Citi Foundation,NY,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2007,5000,Program development;,For Citi Community Scholar Intern Program,Private,Mixed
Citizens Charitable Foundation,,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2014,10000,,General Charitable,Private,Mixed
Citizens Charitable Foundation,,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2012,10000,General support;,For General Support,Private,Mixed
Citizens Charitable Foundation,,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2010,25000,General support;,For general charitable purpose,Private,Mixed
Citizens Charitable Foundation,,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2007,25000,Continuing support;General support;,For general operating support,Private,Mixed
Citizens Charitable Foundation,,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2006,10000,General support;,For general operating support,Private,Mixed
Connelly Foundation,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2015,2680,General support;,General Support - FDG,Private,Mixed
Connelly Foundation,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2015,200000,Program development;,"For support towards the Eastern Tower Community Center project designed to strengthen the Chinatown community &amp; will offer a gathering &amp; meeting place, youth &amp; senior programs encouraging exercise, leadership &amp; civic engagement.",Private,Mixed
Connelly Foundation,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2014,2720,General support;,General Support - FDG,Private,Mixed
Exelon Foundation,IL,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2014,100000,,Eastern tower community center development project,Private,Mixed
Ibc Foundation,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2014,10000,Program development;,To support a health information center,Private,Mixed
Independence Foundation,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2012,1500,,Pearl Sponsorship 2/15/20 Chinese New Year Banquet,Private,Mixed
Patricia Kind Family Foundation,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2016,30000,Program development;,Multilingual Benefits Access Program,Private,Mixed
Samuel S. Fels Fund,PA,Philadelphia Chinatown Development Corporation,Philadelphia,PA,2015,15000,Program development;,Toward the Philadelphia Asian Services Collaborative,Private,Mixed
